Date,forecast,Platinum_spot_price,resid
2002-02-01,486.0679469012986,474.0,12.067946901298626
2002-03-01,485.16882276431886,514.65,-29.481177235681116
2002-04-01,517.7829709700405,542.090909090909,-24.30793812086847
2002-05-01,547.5356794026968,536.90909090909,10.626588493606846
2002-06-01,540.6519673634632,558.5,-17.8480326365368
2002-07-01,560.8288733792145,529.318181818181,31.510691561033582
2002-08-01,546.3874906202848,548.90909090909,-2.521600288805189
2002-09-01,554.457241745573,558.75,-4.292758254426985
2002-10-01,579.538468550589,583.0,-3.4615314494110407
2002-11-01,588.0820424394811,590.263157894736,-2.181115455254826
2002-12-01,602.9190055812461,598.75,4.169005581246097
2003-01-01,613.062885143292,633.090909090909,-20.028023947617044
2003-02-01,648.8422726615879,684.473684210526,-35.631411548938104
2003-03-01,683.3718539239841,677.047619047619,6.32423487636504
2003-04-01,672.8918161098608,627.190476190476,45.701339919384736
2003-05-01,640.6743006859922,651.428571428571,-10.754270742578797
2003-06-01,660.0037744088347,664.190476190476,-4.186701781641318
2003-07-01,675.1165609029371,684.681818181818,-9.56525727888095
2003-08-01,697.8246375992372,695.119047619047,2.7055899801902115
2003-09-01,712.1241165340116,707.904761904761,4.219354629250574
2003-10-01,723.7211246374648,734.91304347826,-11.19191884079521
2003-11-01,760.9640440453524,762.777777777777,-1.81373373242468
2003-12-01,781.8057091502058,810.47619047619,-28.67048132598427
2004-01-01,839.9541383765131,855.95,-15.995861623486917
2004-02-01,870.0976373403145,849.526315789473,20.571321550841503
2004-03-01,874.4248142063271,902.782608695652,-28.357794489324874
2004-04-01,904.1443424840929,884.761904761904,19.38243772218891
2004-05-01,832.9817007522398,812.95,20.03170075223977
2004-06-01,807.581829999049,810.590909090909,-3.0090790918600305
2004-07-01,818.3487066133973,812.75,5.598706613397326
2004-08-01,840.6417596255196,851.90909090909,-11.267331283570343
2004-09-01,847.3189424771059,851.047619047619,-3.72867657051313
2004-10-01,845.1782507198945,843.761904761904,1.4163459579905293
2004-11-01,851.2850119673252,856.15,-4.864988032674773
2004-12-01,863.2599626032388,852.272727272727,10.987235330511794
2005-01-01,864.7673821203147,861.714285714285,3.053096406029681
2005-02-01,873.6551140596707,867.421052631579,6.2340614280917634
2005-03-01,873.0457051776017,856.727272727272,16.318432450329738
2005-04-01,863.1817534814489,867.714285714285,-4.532532232836047
2005-05-01,871.5003099690175,869.0,2.5003099690175077
2005-06-01,882.3789023046289,882.954545454545,-0.5756431499161181
2005-07-01,895.6870504596651,876.6,19.08705045966508
2005-08-01,887.1018241481232,901.043478260869,-13.941654112745823
2005-09-01,916.000235393428,918.095238095238,-2.0950027018099036
2005-10-01,939.9200560760024,933.761904761904,6.158151314098404
2005-11-01,949.258080823795,964.0,-14.741919176204988
2005-12-01,989.1668200844827,981.6,7.566820084482629
2006-01-01,1009.1464582478117,1032.47619047619,-23.329732228378248
2006-02-01,1051.6942662926792,1045.15789473684,6.536371555839196
2006-03-01,1042.942575321025,1044.39130434782,-1.4487290267950357
